Nom,Adresse,Prestations,Tel,Website,page
 McDonald's Paris Porte de Vincennes ," 111 cours de Vincennes, 75020 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 67 40 44 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-vincennes?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
   McDonald's Paris Crimée ," 87 av Flandres, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 36 28 04 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-crimee?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Gambetta ," 7 pl Gambetta, 75020 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 46 36 00 66 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-gambetta?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Provence ," 96 r Provence, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 81 28 19 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-provence,1
 McDonald's Paris Place d'Italie ," 211 bd Vincent Auriol, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 85 98 18 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-place-d-italie?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Rue Saint Lazare ," 119 r Saint Lazare, 75008 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 22 56 73 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-saint-lazare?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris La Fourche ," 57 av Clichy, 75017 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 22 02 11 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-la-fourche?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Porte de Bagnolet ," pl Porte Bagnolet, 75020 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 64 00 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-bagnolet?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 Cocktail Cocktail ," 41 r Broca, 75005 PARIS"," Prestations : buffet chaud, buffet déjeunatoire, cocktail dînatoire, banquet, traiteur pour anniversaire, brunch, location de salle, plateau repas, plateau repas bio, buffet dinatoire, buffet froid, buffet de mariage, buffet de desserts, cocktail déjeunatoire, cuisine bio, cocktail apéritif, organisation de mariage", 01 41 38 08 34 ,null http://www.macamande.com http://www.cocktailcocktail.com,1
 McDonald's Paris Bonne Nouvelle ," 2 bd Poissonnière, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 22 98 85 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-bonne-nouvelle?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Avenue de Choisy ," 9 av Choisy, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 79 26 87 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-avenue-de-choisy?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Place de Clichy ," 10 pl Clichy, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 48 74 17 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-place-de-clichy?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Aquaboulevard ," 4 r Louis Armand, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 98 91 26 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-aquaboulevard?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Montparnasse Gare Aréas ," 11 bd Vaugirard, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 22 20 96 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-montparnasse-gare-areas?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Rue de Belleville ," 1 av Simon Bolivar, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 06 89 62 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-de-belleville?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 La Boutique Jaune ," 27 r Rosiers, 75004 PARIS"," Prestations : boulangerie-pâtisserie,, traiteur,, sur place ou à emporter,, livraison possible (sous conditions),, contrôles et analyses suivis par un laboratoire indépendant,", 01 42 72 78 91 ,http://www.laboutiquejaune.fr,1
 McDonald's Paris Olympiades ," 84 r Nationale, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 44 23 88 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-olympiades?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Léon Blum 11 Eme Bk ," pl Léon Blum, 75011 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 55 25 88 88 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-leon-blum?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 Boucherie Lecourbe ," 91 r Lecourbe, 75015 PARIS"," Prestations : rôtisserie, plat cuisiné, traiteur", 01 47 34 87 48 ,http://www.laurentvincent.fr,1
 McDonald's Paris Gare du Nord ," 25 r Dunkerque, 75010 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 09 66 88 97 90 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-gare-du-nord?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,1
 McDonald's Paris Tolbiac ," 82 av Italie, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 89 43 66 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-tolbiac?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Montmartre ," 20 bd Montmartre, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 22 06 51 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-montmartre?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Cluny ," 98 bd Saint Germain, 75005 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 54 42 72 ,https://www.restaurants.mcdonalds.fr/mcdonalds-cluny?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Clignancourt ," 77 bd Ornano, 75018 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 41 00 06 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-clignancourt?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Italie 2 ," Centre Cial Italie 2 30 av Italie, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 81 30 05 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-italie-2?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Caumartin ," 73 r Caumartin, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 48 74 22 12 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-caumartin?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Stalingrad ," 2 av Secrétan, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 06 15 50 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-stalingrad?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Carrousel du Louvre ," 99 r Rivoli, 75001 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 55 35 12 67 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-carrousel-du-louvre?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris r de Rennes ," 167 r Rennes, 75006 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 49 18 50 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-de-rennes?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 Saveurs d'Italie ," 49 r Meaux, 75019 PARIS"," Prestations : traiteur italien, buffet dinatoire, buffet froid, cocktail, cuisine italienne, plateau repas bio, traiteur végétarien, repas d'entreprises, cuisine méditerranéenne, traiteur pour anniversaire, traiteur pour baptême, cocktail apéritif, repas de famille, repas de fêtes, repas gastronomique, buffet de mariage, cocktail dînatoire, cocktail italien, boisson, vente à emporter, repas d'anniversaire, repas sans gluten, plateau repas, traiteur pour collectivité, repas d'affaire, repas de mariage, apéritif dînatoire, banquet, ouvert 7/7, cuisine bio, brunch, traiteur pour mariage, buffet chaud, fait maison, buffet déjeunatoire, cuisine gastronomique, Préparation de plats à emporter, Buffet en libre-service, Gastronomie italienne", 01 42 39 19 89 ,null http://www.facebook.com/saveurs.ditalie http://www.saveurs-ditalie.com http://bari.site-solocal.com,2
 McDonald's Originals ," 79 r Lecourbe, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 09 67 00 55 60 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-du-depart?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Opéra Bd des Italiens ," 34 bd Italiens, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 77 91 38 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-opera-bld-des-italiens?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Wagram ," 11 av Wagram, 75017 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 46 67 80 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-wagram?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris rambuteau ," 60 r Rambuteau, 75003 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 47 63 16 10 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rambuteau?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Bastille ," 4 bd Richard Lenoir Place de la Bastille, 75011 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 48 87 55 23 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-bastille?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Rue de Passy ," pl Passy, 75016 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 49 29 70 32 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-de-passy?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Place Pigalle ," 18 bd Clichy, 75018 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 24 88 76 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-place-pigalle?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris République ," 19 pl République, 75003 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 23 27 27 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-republique?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 Schmid Traiteur ," 76 bd Strasbourg, 75010 PARIS","  Prestations : cocktail, traiteur pour baptême, cocktail apéritif, buffet de mariage, boisson, apéritif dînatoire, banquet, boucher, traiteur pour mariage, buffet chaud, buffet déjeunatoire, fait maison, cuisine française, buffet de desserts, buffet dinatoire", 01 42 72 97 87 ,null http://www.facebook.com/pages/schmid/177704755606678 http://www.facebook.com/Schmid-177704755606678 http://www.schmid-traiteur.com,2
 McDonald's Paris Champs Elysées Galerie ," Galerie des Champs 84 av Champs Elysées, 75008 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 46 07 89 74 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-champs-elysees-galerie?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,2
 McDonald's Paris Porte de Bagnolet ," pl Porte Bagnolet, 75020 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 64 00 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-bagnolet?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Reuilly Diderot ," 116 bd Diderot, 75012 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 45 91 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-reuilly-diderot?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 Djakarta Bali ," 9 r Vauvilliers, 75001 PARIS"," Prestations : Plats à emporter, Dîner spectacle (vendredi soir), Worldfood (cuisine du monde)", 01 45 08 83 11 ,http://www.djakarta-bali.com,3
 Pizza Flora ," 113 r Cambronne, 75015 PARIS"," Prestations : réservation de groupe, privatisation de restaurant, location de salle, repas d'entreprise, organisation d'événement", 0185059045 ,https://www.pizza-flora.fr,3
 McDonald's Paris Champs Elysées ," 140 av Champs Elysées, 75008 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 77 21 00 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-champs-elysees?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Gobelins ," 2 bd Arago, 75013 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 35 16 72 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-gobelins?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 Delizius ," 40 r Annonciation, 75016 PARIS"," Prestations : traiteur grec, traiteur italien, plateau repas, traiteur libanais, traiteur casher, traiteur antillais, traiteur asiatique, traiteur pour collectivité, traiteur chinois, cuisine vietnamienne, traiteur halal, repas de mariage, cocktail, cocktail apéritif, traiteur paëlla, repas gastronomique, traiteur marocain, cuisine française, vente à emporter", 01 42 88 07 08 ,null http://www.facebook.com/Deliziusparis/ http://delizius.fr/ http://delizius-paris-2.site-solocal.com,3
 McDonald's Paris Hotel de Ville ," 5 r Renard, 75004 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 27 04 21 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-hotel-de-ville?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Austerlitz ," 2 bd Hôpital, 75005 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 35 63 18 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-austerlitz?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Convention ," 192 r Convention, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 68 64 50 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-convention?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Rue Saint Lazare ," 119 r Saint Lazare, 75008 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 22 56 73 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-saint-lazare?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Porte de Champerret ," 145 av Villiers, 75017 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 67 11 50 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-champerret?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Menilmontant ," 1 bd Belleville, 75011 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 38 55 15 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-menilmontant?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Rue du Départ ," 27 r Départ, 75014 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 71 97 15 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-carrousel-du-louvre?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Crimée ," 87 av Flandres, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 36 28 04 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-crimee?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Porte Dorée ," 282 av Daumesnil, 75012 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 46 28 00 51 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-doree?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
