Nom,Adresse,Prestations,Tel,Website,page
 Monsieur Bonape ," 145 r Cardinet, 75017 PARIS", , 01 45 74 36 08 ,http://www.monsieurbonape.com/,22
 BAGELSTEIN ," 2 r Moscou, 75008 PARIS", , 01 42 68 09 50 ,null http://www.facebook.com/bagelstein http://www.bagelstein.com,22
 Commande Gourmande ," 6 pass Basfroi, 75011 PARIS", , 01 40 09 04 04 ,null http://www.facebook.com/Commande-Gourmande-1102695356570712/ http://www.commande-gourmande.fr/,22
 Lbl ," 37 av Grande Armée, 75116 PARIS", Prestations : saladerie, 01 43 06 79 41 ,http://www.ankka.fr,22
 Le Camion Pizza ," bât A21 20 r St Fargeau, 75020 PARIS", , 06 60 61 01 02 ,http://www.facebook.com/pages/Le-Camion-Pizza/199870713848655,22
 Le Laboratoire Nomade ," 86 r Fbg St Denis, 75010 PARIS", , 06 72 77 12 63 , ,22
 Rue Des Gourmets (SAS) ," 2 r Rendez Vous, 75012 PARIS", , 06 83 81 72 17 , ,22
 Thai Som Tam ," 13 r Fbg Poissonnière, 75009 PARIS"," Prestations : traiteur asiatique, traiteur halal, traiteur casher, traiteur à domicile, repas d'affaire, repas d'anniversaire, repas sans gluten, boisson, vente à emporter, cuisinier, parking", 01 45 23 41 18 , ,22
 Baci ," 189 r Pompe, 75116 PARIS", , 09 86 23 24 00 ,null http://www.facebook.com/BACI-1364374610258444 http://www.baci-paris.com,22
 Cojean ," 78 av Kléber, 75116 PARIS", Prestations : sandwicherie, 01 47 04 73 80 ,null http://www.facebook.com/pages/cojean/73414317603 http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,22
 Tang Gourmet Belleville ," 8 r Belleville, 75020 PARIS"," Prestations : rôtisserie, cuisine asiatique, traiteur asiatique", 01 43 58 18 11 ,null http://www.facebook.com/pages/Belleville-Gourmet/293549614407390 http://www.facebook.com/tangofficiel http://www.tang-freres.fr/supermarche-asiatique/tang-gourmet-belleville-paris-20,23
 Pizza Custine ," 22 r Custine, 75018 PARIS", Prestations : fast food halal, 09 80 75 21 72 ,http://www.facebook.com/pages/category/Pizza-Place/Pizza-Custine-465329800342905/,23
 Amirtham Canabady ," 21 r Perdonnet, 75010 PARIS", , 01 46 07 49 55 , ,23
  The Parisian Kitchen ," 4 r Tocqueville, 75017 PARIS", , 06 16 93 34 06 ,http://www.theparisiankitchen.com,23
 Agence Nadia Cyrille ," B 4 2 r St Honoré, 75001 PARIS", , 01 42 61 98 31 ,http://agence-nadiacyrille.com,23
 Shao Changkun ," 107 r Charonne, 75011 PARIS", , 01 43 71 50 85 , ,23
 Godreau Adrien ," 32 r Jacques Louvel Tessier, 75010 PARIS", , 07 70 03 84 10 , ,23
  Jin Yuan ," 89 r Bagnolet, 75020 PARIS", , 09 86 33 28 23 , ,23
 Bibop Cuisine Créole ," 18 r Marseillaise, 75019 PARIS", , 06 61 46 52 40 , ,23
 Trapani Bottega ," 216 r Pyrénées, 75020 PARIS", , 01 43 66 29 32 ,http://www.facebook.com/trapanibottegaparis,23
 Cabanes Maud ," 56 r Rémy Dumoncel, 75014 PARIS", , 01 43 21 09 93 , ,23
 Diabira Bakary ," 10 r Moulin de la Pointe, 75013 PARIS", , 01 71 20 30 86 , ,23
 King Marcel Lafayette ," 13 r La Fayette, 75009 PARIS", , 01 40 35 86 44 ,http://www.kingmarcel.fr,23
 Ivo Eurl ," 51 r Decamps, 75116 PARIS"," Prestations : traiteur italien, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile, location de matériel de réception, location de vaisselle, personnel de réception, maître d'hôtel, cuisinier, fait maison, repas végétarien, parking, accès handicapé", 01 45 04 99 92 , ,23
 Primois David ," 40 r Bouret, 75019 PARIS", , 09 53 74 90 82 ,http://www.facebook.com/pages/Primois-David/1284170135031505,23
 Délice Impérial ," 66 r Pompe, 75116 PARIS", Prestations : vente à emporter, 01 45 04 87 99 ,http://www.facebook.com/pages/Traiteur-D%C3%A9lice-Imp%C3%A9rial/1767629250233816,23
 Heintz Dominique ," 4 r Michel Ange, 75016 PARIS", , 01 42 15 09 25 ,http://www.equation-mediation.com,23
 Delitaly ," 5 r Petits Carreaux, 75002 PARIS", , 01 42 33 00 72 ,http://www.delitaly.fr,23
 Muyikwa Vunda Gloria ," 9 pl Bataille de Stalingrad, 75010 PARIS", , 09 50 99 56 21 , ,23
 Fardeau Fardeau Valensi Franck ," pav 8 10 r Daviel, 75013 PARIS", , 06 82 06 78 85 ,http://www.lebouchondesteuil.fr,23
 La Bague de Kenza ," 233 r Convention, 75015 PARIS", , 01 42 50 02 97 , ,24
 Pradier Roosevelt ," 39 51 39 av Pierre Mendès France, 75013 PARIS", , 01 43 07 01 83 , ,24
 MLBN Traiteur ," 7 r Lagille, 75018 PARIS", , 01 42 29 18 78 , ,24
 Montekao ," 197 r Raymond Losserand, 75014 PARIS", , 01 77 16 67 90 , ,24
 L'Italien ," 83 r Longchamp, 75116 PARIS"," Prestations : traiteur italien, traiteur à domicile, livraison de repas à domicile, personnel de réception, maître d'hôtel, cuisinier, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, organisation de réceptions, boisson, vente à emporter", 01 42 56 64 06 ,http://www.facebook.com/romain.mezzadri,24
 De Clercq Thibaud ," 12 r Fossés St Jacques, 75005 PARIS", , 09 51 59 67 69 , ,24
 DA LAURA TRAITEUR ITALIEN ," 28 av Félix Faure, 75015 PARIS"," Prestations : traiteur italien, traiteur à domicile, boisson, vente à emporter, livraison de repas à domicile, location de matériel de réception, location de vaisselle, personnel de réception, maître d'hôtel, cuisinier, traiteur bio, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, plateau repas bio, organisation de réceptions", 01 45 58 06 82 ,null http://www.facebook.com/pages/Da-Laura-Traiteur-Italien/212854652132002 http://www.facebook.com/Da-Laura-Traiteur-Italien-212854652132002,24
 Le Camion Qui Fume ," 168 r Montmartre, 75002 PARIS", , 01 84 16 33 75 ,null http://www.facebook.com/lecamionquifume http://www.facebook.com/pages/Le-Camion-Qui-Fume/1908326186079974 http://www.lecamionquifume.com,24
 Tim La Princesse ," 46 r Marcadet, 75018 PARIS", , 06 60 51 72 73 ,http://www.facebook.com/timlaprincesse75018,24
 Alvernhe Maxime ," 155 r Ménilmontant, 75020 PARIS", , 09 54 85 96 17 , ,24
 Sinasos ," 161 r St Jacques, 75005 PARIS", , 01 42 01 80 83 , ,24
 Friends ," 383 Bis r Vaugirard, 75015 PARIS", , 01 71 70 97 17 ,null http://www.facebook.com/friends.vaugirard http://www.facebook.com/pages/Friends-Vaugirard/1942124532668073 http://www.facebook.com/pages/Friends/402594940120611,24
 Byva ," 73 r Caumartin, 75009 PARIS", , 09 63 64 82 49 , ,24
 Exki Montparnasse ," 82 bd Montparnasse, 75014 PARIS"," Prestations : saladerie, sandwicherie", 01 42 18 13 27 ,null http://www.facebook.com/exkirestaurants http://www.exki.com/fr-fr/home http://www.exki.be/fr/restaurants,24
  Healthy GROUP ," 13 bd Malesherbes, 75008 PARIS", Prestations : saladerie, 01 44 56 06 24 ,null http://www.facebook.com/jour.fr http://www.bonjourparis.com http://www.jour.fr,24
 Duong Phu-qui ," 14 av Opéra, 75001 PARIS"," Prestations : traiteur asiatique, repas d'affaire, repas d'anniversaire, plateau repas, organisation de réceptions, boisson, livraison de repas à domicile, location de vaisselle, location de salle", 06 05 63 68 33 ,null http://www.facebook.com/asiatique.traiteur http://www.asiatiquetraiteur.fr,24
 SUCRE COEUR ," 12 r Manuel, 75009 PARIS", , 09 80 64 62 49 ,null http://www.facebook.com/sucrecoeurparis/ http://www.sucre-coeur.com http://mmariedieudonne-paris.site-solocal.com,24
 Jour ," 40 av Kléber, 75116 PARIS", Prestations : saladerie, 01 45 53 12 31 ,null http://www.facebook.com/jour.fr http://www.jour.fr,24
 Aux Delices De Grenelle ," esc 1 Bât 1 Et 1 Porte Gauche 111 bd Grenelle, 75015 PARIS", , 01 40 65 02 64 , ,24
 Lao Thai ," Marché Couvert St Germain 4 r Lobineau, 75006 PARIS", Prestations :  traiteur asiatique, 01 43 26 13 32 ,http://lao-thai.e-monsite.com,24
 Caviar Kaspia ," 17 pl Madeleine, 75008 PARIS", , 01 42 65 33 32 ,null http://www.facebook.com/CaviarKaspia http://www.caviarkaspia.com http://www.caviarkaspia.com/en,25
 Cojean ," 11 r Surène, 75008 PARIS", Prestations : sandwicherie, 01 40 06 96 54 ,null http://www.facebook.com/pages/cojean/73414317603 http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,25
 ATOM Agency ," 16 r Commerce, 75015 PARIS", , 06 59 73 29 13 , ,25
 Chez Victor ," 69 r Provence, 75009 PARIS", , 01 42 81 38 08 , ,25
 Delizius ," 30 r Moines, 75017 PARIS"," Prestations : traiteur espagnol, traiteur grec, traiteur italien, traiteur libanais, traiteur casher, traiteur antillais, traiteur asiatique, traiteur bio, traiteur chinois, repas d'affaire, traiteur halal, repas de mariage, cuisine marocaine, cuisine asiatique, cuisine africaine, traiteur marocain, cuisine thailandaise, cocktail dînatoire", 01 46 27 62 72 ,null http://www.facebook.com/Deliziusparis/ http://delizius.fr http://delizius.site-solocal.com,25
 Oh Africa ," 6 r Paradis, 75010 PARIS", Prestations : vente à emporter, 06 58 63 75 27 ,http://www.facebook.com/pages/Ongolo-Aboya-Unipersonnellle/1384455371593657,25
 L'Artisan du Burger ," 59 r Dames, 75017 PARIS", , 01 42 06 80 84 ,http://lartisanduburger.com/rue-des-dames,25
 Best Tofu ," 9 bd Villette, 75010 PARIS", , 01 45 33 95 60 ,http://www.facebook.com/pages/Best-TofuDongs/198862150213605,25
 La Sixième Escale ," 6 r Mademoiselle, 75015 PARIS"," Prestations : traiteur italien, traiteur à domicile", 01 48 78 41 92 ,null http://www.dazavola.com http://lasixiemeescale.com,25
 Délices Cadet ," 42 r Cadet, 75009 PARIS", , 01 44 63 08 68 , ,25
 COJEAN ," r Châteaudun, 75009 PARIS", Prestations : sandwicherie, 01 46 27 99 89 ,null http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,25
 Good Morning ," 4 sq Jouvenet, 75016 PARIS", , 01 47 00 64 50 ,null http://www.facebook.com/Good-Morning-Paris-351176398301 http://www.goodmorning-paris.com,25
 Adriana Et Margot Les Saveurs D'Europe ," 14 r Goncourt, 75011 PARIS", , 06 32 38 90 25 ,null http://www.facebook.com/pages/Adriana-Margot/180150798664446 http://adriana.margot.free.fr,25
 Octave fleur et satin Eurl ," 7 r Léo Delibes, 75116 PARIS", , 01 48 24 36 65 ,http://octavefleuretsatin.com,25
 Subway ," 30 bd Vaugirard, 75015 PARIS"," Prestations : saladerie, sandwicherie", 01 42 52 46 98 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,25
 Les Saveurs D'Asie ," 4 r Lepic, 75018 PARIS", Prestations : traiteur chinois, 06 73 43 19 11 , ,25
 Huynh Khanh-Ly ," 53 r Doudeauville, 75018 PARIS", , 01 43 47 32 88 , ,25
 AYAMA SARL ," 259 Bis av Daumesnil, 75012 PARIS"," Prestations : traiteur japonais, boisson, livraison de repas à domicile", 01 43 49 18 17 ,http://www.ayama.fr,25
 Xie Cheng Zhou ," 95 av Gambetta, 75020 PARIS", , 01 45 77 53 28 ,http://www.facebook.com/pages/Xie-Cheng-Zhou/337291816673344,25
 Traiteur Lebon ," 4 r Lebon, 75017 PARIS", , , ,25
 Omama ," 153 r Poissonniers, 75018 PARIS", , 07 51 98 78 20 , ,26
 Lenain Genvieve-Les Deux Gourmets ," 154 r Charenton, 75012 PARIS", , 01 43 42 34 38 ,null http://www.facebook.com/pages/Madame-Genevieve-Lenain/199183980578057 http://www.evenement-gourmet.fr http://www.ecoledesgourmets.com,26
 Evi Evane Mézès ," 66 r Mazarine, 75006 PARIS", , 01 77 18 79 76 ,null http://www.facebook.com/restaurant.evievane http://www.evievane.com,26
 Dimitris ," 27 r Rambuteau, 75004 PARIS", , 01 42 74 06 25 ,null http://www.facebook.com/pages/dimitris/452339628162455 http://www.dimitris.com http://www.dimitris.fr/nos-boutiques,26
 Diner Club ," 66 r Jean Jacques Rousseau, 75001 PARIS", , 01 49 29 50 50 ,http://www.dinerclub.fr,26
 Cojean ," 17 bd Haussmann, 75009 PARIS", Prestations : sandwicherie, 01 47 70 22 65 ,null http://www.facebook.com/pages/cojean/73414317603 http://www.facebook.com/pages/Cojean/116502705073292 http://www.facebook.com/cojeanrestaurants,26
 Honeymoooon Paris ," 51 r Avron, 75020 PARIS"," Prestations : traiteur à domicile, repas d'affaire, repas d'anniversaire, plateau repas, location de matériel de réception, personnel de réception, maître d'hôtel, cuisinier", 06 67 58 61 29 , ,26
 Poligani Christophe ," bât 4 5 Bis pass Piver, 75011 PARIS", , 01 43 55 99 19 , ,26
 Adam's ," 47 cour St Emilion, 75012 PARIS", , 09 66 81 82 56 , ,26
 Au Charbon (SAS) ," 9 r Tracy, 75002 PARIS", , 01 40 28 94 86 , ,26
 Riha Durum ," 1 r Petits Carreaux, 75002 PARIS", , 01 83 06 90 46 ,http://www.facebook.com/rihadurum/,26
 PEGASE ," 371 r Vaugirard, 75015 PARIS", , 09 54 15 81 51 , ,26
 Chez Valentino ," 27 Ter bd Diderot, 75012 PARIS"," Paiement : Visa, Mastercard, American Express", 01 42 50 48 94 ,null http://www.facebook.com/pages/category/Restaurant/Chez-Valentino-2338005003129448/ http://www.facebook.com/Chez-Valentino-103959897840853/ http://chezvalentino.fr/fr,26
 MKP AUX PATES FRAICHES ," 1 r Mayet, 75006 PARIS", , 01 53 45 28 35 , ,26
 Rouas et Dussart ," 16 pl Vendôme, 75001 PARIS", , 01 53 92 80 80 , ,26
 Curty's Traiteur Evénementiel SA ," 83 r Jean de la Fontaine, 75016 PARIS"," Prestations : traiteur à domicile, repas d'affaire, maître d'hôtel, cuisinier, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, location de matériel de réception, location de vaisselle, location de salle, personnel de réception", 01 70 69 24 59 ,null http://www.facebook.com/pages/Curtys-Le-Traiteur-Ev%C3%A9nementiel/147452038649626 http://www.facebook.com/CurtysTraiteurEvenementiel http://www.facebook.com/curtys.traiteur75,26
 A.F.D.P ," 112 r Montmartre, 75002 PARIS", , 01 73 71 01 60 , ,26
 Les Crepes du Jardim ," r Buffon, 75005 PARIS", , 09 83 89 00 26 ,http://www.facebook.com/pages/le-jardin-m%c3%a9diterran%c3%a9e/216530798364349,26
 La Cave de Colniche ," 87 r Poissonniers, 75018 PARIS", , ,http://www.facebook.com/photo?fbid=1483724458453119&set=a.263840203774890,26
 Zerbi Nathalie ," 35 r Dantzig, 75015 PARIS", , , ,26
 PELOPS - KERAMICA ," 44 r Abbesses, 75018 PARIS", , 01 53 28 26 69 , ,27
 Tribout Tanguy ," 29 r Jean Colly, 75013 PARIS"," Prestations : cocktail, buffet froid, repas d'affaire, repas d'anniversaire, plateau repas, traiteur à domicile, boisson, livraison de repas à domicile, cuisinier, banquet, brunch, buffet chaud, buffet déjeunatoire, buffet de desserts, buffet dinatoire, buffet de mariage, cocktail apéritif, cocktail déjeunatoire, cocktail dînatoire, cocktail italien, cours de cuisine, cuisine française, cuisine gastronomique, ouvert 7/7, petit déjeuner, repas associatif, repas d'entreprises, repas de famille, repas de fêtes, repas gastronomique, traiteur pour anniversaire, traiteur pour baptême, pâtisseries, restauration à domicile, restaurants, traiteurs", 06 67 38 28 65 , ,27
 Christophe Traiteur ," 70 r Claude Bernard, 75005 PARIS", , 01 43 31 01 89 , ,27
 Wed&Joy ," 62 r Vouillé, 75015 PARIS", , 06 67 52 43 07 , ,27
 Iumi Bowl ," 14 r Nélaton, 75015 PARIS", , 09 50 04 44 08 ,null http://www.facebook.com/iumibowl/ http://iumibowl.fr http://iumibowl.fr/fr,27
 Délices De Shandong ," 88 bd Hôpital, 75013 PARIS", , 01 45 87 23 37 ,null http://www.facebook.com/pages/D%C3%A9lices-du-Shandong/161174933909554 http://www.facebook.com/pages/Lempire-Du-Ravioli/490580137740460 http://www.deliceshandong.com,27
 Mcdonald's ," 167 r Rennes, 75006 PARIS", , 01 45 49 18 50 , ,27
 Class'croute ," 52 r Cesaria Evora, 75019 PARIS"," Prestations : saladerie, sandwicherie", 01 40 16 11 24 ,null http://www.facebook.com/group.php?gid=17214156379 http://www.classcroute.com,27
 Les Salons Hoche ," 9 av Hoche, 75008 PARIS", , 01 53 53 93 93 ,null http://www.facebook.com/lessalonshoche http://www.facebook.com/lessalonshoche?ref=tn_tnmn http://www.facebook.com/pages/Les-Salons-Hoche/1748015381875294,27
 Le XXV ," 25 av Paul Doumer, 75116 PARIS", , 01 56 90 25 25 ,null http://www.facebook.com/Le-XXV-Paris-408187899283275 http://www.kosherinfrance.com/restaurant-cacher/le_xxv.php http://www.kosherinfrance.com/restaurant-cacher/le,27
 Delices et Saveurs Bio ," 38 r Servan, 75011 PARIS", , 06 95 44 70 02 , ,27
 Blandine ," 98 r Aboukir, 75002 PARIS", , 01 40 26 97 34 ,http://www.facebook.com/pg/Blandine-107012020697640,27
 Cojean ," 27 r Laffitte, 75009 PARIS", Prestations : sandwicherie, 01 45 23 09 86 ,null http://www.facebook.com/pages/Cojean/1756585744654623 http://www.facebook.com/pages/cojean/73414317603 http://www.facebook.com/cojeanrestaurants,27
 Redfafa ," 1 bd Denain, 75010 PARIS", , 01 48 74 33 67 ,http://traiteurredfafa.com,27
 Exki France ," 118 av France, 75013 PARIS"," Prestations : saladerie, sandwicherie", 01 57 27 01 25 ,null http://www.facebook.com/pages/Exki/51984229559?ref=ts http://www.facebook.com/exkirestaurants http://www.exki.fr,27
 Kone Abdoulaye ," 19 r Fontaine à Mulard, 75013 PARIS", , 01 40 19 93 97 , ,27
 Centre De Santé Haussmann ," 2 bd Haussmann, 75009 PARIS"," Prestations : saladerie, sandwicherie", 01 48 00 24 00 ,http://www.centrehaussmann.com,27
 Gondelle Sandrine ," 25 r Banquier, 75013 PARIS", , 01 48 00 24 49 ,http://www.facebook.com/549745898556055,27
 Potel Et Chabot ," 3 r Chaillot, 75116 PARIS", , 09 53 72 39 08 ,null http://www.facebook.com/pages/Potel-et-Chabot/176041909081724 http://poteletchabot.fr http://poteletchabot.com,27
 Boto Angon Christian ," 15 r Berne, 75008 PARIS", , 01 53 23 15 15 , ,27
 MyCompany ," 10 r Emile Allez, 75017 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, plateau repas, location de matériel de réception, location de vaisselle, location de salle, personnel de réception, maître d'hôtel", 06 04 52 34 26 ,null http://www.facebook.com/mytraiteur http://www.mytraiteur.com,28
 Made In Italy Product ," 56 r Mathurins, 75008 PARIS", , 01 75 57 13 02 , ,28
 Vietnam In Paris ," 48 r Cléry, 75002 PARIS"," Prestations : traiteur asiatique, repas d'affaire, repas d'anniversaire, repas sans gluten, organisation de réceptions, boisson, vente à emporter, location de salle", 01 74 64 92 18 , ,28
 U SPUNTINU ETABLISSEMENT HENRY ," 21 r Mathurins, 75009 PARIS", , 01 47 42 66 52 ,null http://fr-fr.facebook.com/pg/U-spuntinu-224493727731972/about/?ref=page_internal http://www.uspuntinu.com,28
 7 BR (SARL) ," 70 av Secrétan, 75019 PARIS", , 01 40 18 38 10 , ,28
 Les Byzantins ," 11 pl Adolphe Chérioux, 75015 PARIS", , 01 42 50 17 20 ,http://www.facebook.com/pages/Les-Byzantins/500879866766349,28
 Wed'Perly ," 49 r Fbg du Temple, 75010 PARIS", , 06 41 44 80 30 ,http://www.facebook.com/wedperly-800284940081594,28
 Haifa ," 5 r Poteau, 75018 PARIS"," Prestations : traiteur chinois, boisson, vente à emporter", 01 46 06 03 88 ,null http://www.facebook.com/pages/Haifa/148819718488562 http://www.facebook.com/pages/Haifa/184144878807121,28
 La Boutique Jaune ," 27 r Rosiers, 75004 PARIS", , 01 42 72 78 91 , ,28
 Johnson Henley ," 10 r St Merri, 75004 PARIS", , 09 52 09 42 31 , ,28
 Subway ," 31 r Reuilly, 75012 PARIS"," Prestations : saladerie, sandwicherie", 09 83 84 85 44 ,null http://www.facebook.com/subway http://www.facebook.com/pages/Subway/293731014381250 http://www.subway.com/fr-fr,28
 SOPOKE ," 104 r Lepic, 75018 PARIS", , 06 28 49 41 12 , ,28
 Chez Le Libanais ," 36 r St André des Arts, 75006 PARIS"," Prestations : traiteur libanais, organisation de réceptions, livraison de repas à domicile", 01 43 29 56 75 ,null http://www.facebook.com/chezlelibanais http://www.chezlelibanais.com,28
 Les 5 ," 136 r Mouffetard, 75005 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, organisation de réceptions, boisson, vente à emporter, location de salle, personnel de réception, cuisinier", 01 45 35 73 16 ,null http://www.facebook.com/Restaurant-Les-5-235485146500452 http://www.facebook.com/pages/Restaurant-Les-5/180747262010455 http://www.restaurantles5.fr,28
 Maison Bouvier ," 8 r Lévis, 75017 PARIS", , 01 43 87 25 85 ,http://www.facebook.com/pages/Bouvier-Kouris/240915076377521,28
 Couscous Deli ," 128 r Chemin Vert, 75011 PARIS"," Paiement : CB, Visa, Mastercard, Titres restaurants", 01 48 05 27 01 ,null http://www.facebook.com/couscousdeli http://www.couscous-deli.com,28
 Izac ," 56 r Richer, 75009 PARIS"," Prestations : Traiteur casher, Traiteur à domicile, Repas d'affaires, Repas d'anniversaire, Plateaux repas, Location de matériel de réception, Location de vaisselle, Location de salle", 06 99 72 07 07 , ,28
 Burger King ," 16 r Tilsitt, 75017 PARIS"," Paiement : Chèques vacances, CB, Visa, Mastercard, Titres restaurants", 01 82 73 24 29 ,null http://www.facebook.com/Quick http://www.quick.fr,28
 Chalom Traiteur ," 38 r Rochechouart, 75009 PARIS"," Prestations : Traiteur casher, Traiteur à domicile, Maître d'hôtel, Cuisinier, Boisson, Location de matériel de réception, Location de vaisselle, Location de salle, Personnel de réception, Repas d'affaire, Repas d'anniversaire, Organisation de réceptions", 01 42 85 33 00 , ,28
 Tasca ," 46 av Suffren, 75015 PARIS", Budget : 16-20 euros, 01 40 29 92 40 ,http://tasca.lafourchette.rest,28
 Bagel Corner SAS ," 29 r Taitbout, 75009 PARIS"," Paiement : CB, Visa, Titres restaurants, Espèces, Apple Pay", 09 70 90 10 86 ,null http://www.facebook.com/bagelcorner.paris9.taibout http://fr-fr.facebook.com/bagelcorner.paris9.taibout http://www.bagelcorner.fr/store/paris-taitbout,29
 Crm ," 60 r Temple, 75003 PARIS", , 09 83 89 05 05 ,http://www.facebook.com/PastelliMaryGelateria,29
 Pizzeria O'scià ," 42 r Tiquetonne, 75002 PARIS"," Prestations : animaux acceptés, repas de groupe, plat à emporter", 01 75 77 23 18 ,null http://www.facebook.com/Oscia-Pizzeria-Napoletana-1433434510291372 http://www.facebook.com/pages/osci%c3%a0/367441980048105 http://www.pizzeriaoscia.fr,29
 Italian Cucina ,"  9 r Lévis, 75017 PARIS", , 01 43 87 01 00 ,null http://www.facebook.com/Italiancucina http://www.facebook.com/pages/Italian-Cucina/151692535584792 http://www.italiancucina.com,29
  Kelly S Events ," 76 av Champs Elysées, 75008 PARIS", , 01 34 34 46 90 ,http://kellys-events.com,29
 Fan Rong Yinyan ," 80 Bis r Belgrand, 75020 PARIS", , 01 42 62 77 26 , ,29
 Jili ," 78 bd Grenelle, 75015 PARIS", , 01 45 78 82 19 ,http://www.facebook.com/pages/Jili/157190524308913,29
 2bis PAnini ," 2 r Ecoles, 75005 PARIS", , 01 40 46 98 79 ,http://www.facebook.com/2BisCafe/,29
 SAS COCKTAILADOM ," 13 r Severo, 75014 PARIS", , 06 17 98 69 51 ,null http://www.facebook.com/Cocktailadom http://www.cocktailadom.com,29
 Les délices d'Olivier ," 114 r Michel Ange, 75016 PARIS", , 01 77 12 15 53 ,null http://facebook.com/delicesdolivierbearzatto/ http://delices-dolivier.com,29
 Burger King ," 20 r Roquette, 75011 PARIS", , 01 39 50 28 66 ,null http://www.facebook.com/burgerkingparisbastille http://www.burgerking.fr/restaurant/paris-bastille http://burgerking.fr,29
 Festins Grande Armée ," 61 av Grande Armée, 75116 PARIS"," Prestations : Réceptions, cocktails & buffets, Mariages", 01 82 73 24 09 ,null http://www.facebook.com/Festins http://www.festins.fr http://festins-traiteur.fr/paris16/,29
 Aroma ," 50 av Grande Armée, 75017 PARIS"," Prestations : saladerie, sandwicherie", 01 45 00 12 10 ,null http://www.facebook.com/classcroute http://www.facebook.com/classcroutegdearmee http://www.classcroute.com,29
 Ly Asie délice ," RDC BOUTIQUE 41 r Batignolles, 75017 PARIS", , 01 53 81 06 10 , ,29
 Traiteur Asie Prestige ," r Mouffetard, 75005 PARIS", , 01 43 87 66 90 , ,29
 Dong Fang ," 10 r Damrémont, 75018 PARIS", Prestations : traiteur chinois, 01 43 31 80 72 ,http://dong-fang.fr/,29
 LE SOLEIL D OBERKAMPF ," 123 r Oberkampf, 75011 PARIS", , 09 83 86 52 22 , ,29
 Gwada Cafe ," 47 r Léon Frot, 75011 PARIS", , 01 43 57 31 88 , ,29
 Itinéraires Gourmands ," 11 r Marbeuf, 75008 PARIS", , 01 40 24 01 24 , ,29
 Pavillon Cambon Capucines - Potel et Chabot ," 46 r Cambon, 75001 PARIS", Prestations : banquet, 01 53 24 93 44 ,null http://www.facebook.com/pages/Pavillon-Cambon-Capucines/118160888866550 http://www.facebook.com/pages/pavillon-cambon-capucines/501564613190121 http://poteletchabot.com,29
 Itinéraires Gourmands ," 11 r Marbeuf, 75008 PARIS", , 01 53 24 93 44 , ,30
 Tonton Luigi ," r Cavendish, 75019 PARIS", , 06 52 03 47 97 ,http://tonton-luigi.fr,30
 Delizius ," 134 r Mouffetard, 75005 PARIS"," Prestations : cuisine artisanale, fabrication italienne, conseils personnalisés, organisation de buffets froids, cocktails, traiteur italien, traiteur espagnol, repas d'anniversaire, repas sans gluten, traiteur grec, repas sans sel, traiteur libanais, traiteur casher, traiteur antillais, traiteur asiatique, traiteur bio, traiteur chinois, repas d'affaire, traiteur halal, traiteur marocain, cuisine thailandaise, cuisine française, vente à emporter", 01 42 17 00 23 ,null http://www.facebook.com/pages/Delizius/160843170597896 http://delizius-paris.site-solocal.com,30
 Sahil ," 106 r Fbg St Denis, 75010 PARIS", , 09 67 05 00 23 ,null http://www.facebook.com/pages/le-sahil-restaurant-sp%c3%a9cialit%c3%a9s-indienne/360438103991595 http://www.sahil-restaurant.com,30
 MESSOGHIOS SAVEURS DU SUD ," 42 r Daubenton, 75005 PARIS", , 01 42 47 84 53 ,null http://www.facebook.com/MavrommatisParis http://www.pinterest.com/andreasmavromma/mavrommatis-paris http://mavrommatis.com,30
 BRASSERIES ASCIONE LA TABLE DES RUSSES ," 2 r Capit Olchanski, 75016 PARIS", , 01 45 35 64 40 , ,30
 Nord Marais ," 39 r N-D de Nazareth, 75003 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, organisation de réceptions", 01 45 27 11 02 ,null http://www.facebook.com/pages/nordmarais/307053936091593 http://www.nordmarais.com http://www.nordmarais-restaurant.fr,30
  BASILICO PARIS SASU ," 2 r Montagne Ste Geneviève, 75005 PARIS", Prestations : traiteur italien, 01 42 74 37 36 , ,30
 Bert's ," Nouveau Forum Niveau Bas 7 pl Rotonde, 75001 PARIS"," Prestations : saladerie, sandwicherie", 01 55 42 38 92 ,null http://www.facebook.com/berts.cafecontemporain http://www.berts.fr/o/nos-adresses/ http://www.berts.fr,30
 Délice House ," 81 r St Antoine, 75004 PARIS", , 01 40 26 07 98 ,http://www.facebook.com/pages/Delice-House/2012314412378572,30
 Paris Beirut ," 242 r Tolbiac, 75013 PARIS", , 01 42 76 05 10 ,http://www.parisbeirut-traiteur.com,30
